Date,Open,High,Low,Close,Volume,Tomorrow,Target
1996-01-02 00:00:00-05:00,0.2437748837223915,0.2437748837223915,0.23999566384223942,0.2428300976753235,139294400,0.2428300976753235,0
1996-01-03 00:00:00-05:00,0.2418852863976288,0.2484997727215458,0.2409404751199341,0.2428300976753235,429833600,0.2385784387588501,0
1996-01-04 00:00:00-05:00,0.24472053152420586,0.24472053152420586,0.23716123458107163,0.2385784387588501,300182400,0.2588936984539032,1
1996-01-05 00:00:00-05:00,0.2390510804979596,0.2588936984539032,0.23716145634026795,0.2588936984539032,445928000,0.2617279291152954,1
1996-01-08 00:00:00-05:00,0.26078311768747503,0.2683415586487767,0.25700303936538044,0.2617279291152954,121340800,0.24755507707595825,0
1996-01-09 00:00:00-05:00,0.2617280097803065,0.2617280097803065,0.24755507707595825,0.24755507707595825,251216000,0.2588936984539032,1
1996-01-10 00:00:00-05:00,0.2456655724306191,0.2626729215386384,0.24377509043089254,0.2588936984539032,365433600,0.2645622789859772,1
1996-01-11 00:00:00-05:00,0.24661013418496508,0.2645622789859772,0.24472053698265483,0.2645622789859772,756739200,0.2560582756996155,0
1996-01-12 00:00:00-05:00,0.26267276365657144,0.26267276365657144,0.2513342433754609,0.2560582756996155,401856000,0.25794875621795654,1
1996-01-15 00:00:00-05:00,0.255113488800666,0.2607831657936451,0.25227907922497744,0.25794875621795654,363081600,0.2612556219100952,1
1996-01-16 00:00:00-05:00,0.2598384167808775,0.26267285226995435,0.254168738422198,0.2612556219100952,352912000,0.2570030391216278,0
1996-01-17 00:00:00-05:00,0.25983830601321295,0.25983830601321295,0.2551134414984099,0.2570030391216278,236409600,0.2414129227399826,0
1996-01-18 00:00:00-05:00,0.24849980294949403,0.25227902328935703,0.22960201079798495,0.2414129227399826,698387200,0.22582271695137024,0
1996-01-19 00:00:00-05:00,0.23432679886636806,0.2399956149156115,0.22204349784166744,0.22582271695137024,829225600,0.2305467277765274,1
1996-01-22 00:00:00-05:00,0.22487791158317044,0.23432680482346055,0.22109869237739171,0.2305467277765274,499744000,0.23905090987682343,1
1996-01-23 00:00:00-05:00,0.25511343544146675,0.2570030330198215,0.2343268780849914,0.23905090987682343,988288000,0.24377496540546417,1
1996-01-24 00:00:00-05:00,0.2428301790418212,0.24377496540546417,0.23999574425898682,0.24377496540546417,655894400,0.22865715622901917,0
1996-01-25 00:00:00-05:00,0.239995647718392,0.24188527014682915,0.2277123450148006,0.22865715622901917,445200000,0.23149240016937256,1
1996-01-26 00:00:00-05:00,0.22960194531252637,0.23621643055450392,0.21637383266973842,0.23149240016937256,735750400,0.22015395760536194,0
1996-01-29 00:00:00-05:00,0.21920917139928492,0.22487798955827076,0.21731869068441714,0.22015395760536194,332595200,0.20645342767238617,0
1996-01-30 00:00:00-05:00,0.2040905666963733,0.21259466357615006,0.20302807969885722,0.20645342767238617,622843200,0.20881548523902893,1
1996-01-31 00:00:00-05:00,0.20976028415902565,0.21164989461433584,0.20692587478371874,0.20881548523902893,328059200,0.21448425948619843,1
1996-02-01 00:00:00-05:00,0.20787063057253624,0.21448425948619843,0.20787063057253624,0.21448425948619843,333043200,0.22109879553318024,1
1996-02-02 00:00:00-05:00,0.2182643861140805,0.22393320495227995,0.21731871672261463,0.22109879553318024,555979200,0.22109879553318024,0
1996-02-05 00:00:00-05:00,0.22440562334255254,0.22487801650219116,0.21920919766399174,0.22109879553318024,318729600,0.22393310070037842,1
1996-02-06 00:00:00-05:00,0.22109869260083545,0.22676750879992139,0.22109869260083545,0.22393310070037842,226217600,0.2135394960641861,0
1996-02-07 00:00:00-05:00,0.22487801682926487,0.22487801682926487,0.20976028770499547,0.2135394960641861,360326400,0.21070502698421478,0
1996-02-08 00:00:00-05:00,0.20787060591788523,0.21259463682333024,0.20787060591788523,0.21070502698421478,263166400,0.20976021885871887,0
1996-02-09 00:00:00-05:00,0.21070503009990385,0.2154290484598901,0.20881542023284677,0.20976021885871887,205688000,0.21448425948619843,1
1996-02-12 00:00:00-05:00,0.2125946620382785,0.21542907082547252,0.21164985069900438,0.21448425948619843,194275200,0.21259471774101257,0
1996-02-13 00:00:00-05:00,0.21164990615418486,0.21826439464229722,0.2107051071826746,0.21259471774101257,228502400,0.20881548523902893,0
1996-02-14 00:00:00-05:00,0.21353949245432924,0.21353949245432924,0.2073982679360587,0.20881548523902893,163184000,0.2116498500108719,1
1996-02-15 00:00:00-05:00,0.2088154412328933,0.21259466134707417,0.20692583117580288,0.2116498500108719,122080000,0.20787066221237183,0
1996-02-16 00:00:00-05:00,0.21259469439715548,0.2144842921326896,0.20787066221237183,0.20787066221237183,156441600,0.21920916438102722,1
1996-02-20 00:00:00-05:00,0.2116498657491941,0.2229883847762316,0.2116498657491941,0.21920916438102722,376913600,0.22393310070037842,1
1996-02-21 00:00:00-05:00,0.2220435037108905,0.22487791181043346,0.22015388149078038,0.22393310070037842,221838400,0.22582271695137024,1
1996-02-22 00:00:00-05:00,0.2267675028058298,0.2277123138909109,0.22393309478120807,0.22582271695137024,184184000,0.22582271695137024,0
1996-02-23 00:00:00-05:00,0.22582271695137024,0.22865712497599197,0.22393309478120807,0.22582271695137024,173286400,0.22298845648765564,0
1996-02-26 00:00:00-05:00,0.22676765286759124,0.22771246457789426,0.22298845648765564,0.22298845648765564,118283200,0.21637390553951263,0
1996-02-27 00:00:00-05:00,0.22582280210249187,0.22582280210249187,0.215429094098171,0.21637390553951263,149161600,0.20976021885871887,0
1996-02-28 00:00:00-05:00,0.2182643147940936,0.2182643147940936,0.20881542023284677,0.20976021885871887,187913600,0.20787066221237183,0
1996-02-29 00:00:00-05:00,0.20787066221237183,0.20976027256322208,0.2059810518615216,0.20787066221237183,112884800,0.20314574241638184,0
1996-03-01 00:00:00-05:00,0.2088154301274833,0.2088154301274833,0.20125613245978635,0.20314574241638184,231134400,0.19842174649238586,0
1996-03-04 00:00:00-05:00,0.2059810324080426,0.20692584380189488,0.19842174649238586,0.19842174649238586,187555200,0.20125612616539001,1
1996-03-05 00:00:00-05:00,0.2003113275242981,0.20220093742179499,0.1984217176268012,0.20125612616539001,118440000,0.1979493349790573,0
1996-03-06 00:00:00-05:00,0.20220096089583603,0.2031457596466121,0.19747694191132653,0.1979493349790573,99052800,0.1951148957014084,0
1996-03-07 00:00:00-05:00,0.19842170973670664,0.19936650834022934,0.1918080816661101,0.1951148957014084,260064000,0.19653213024139404,1
1996-03-08 00:00:00-05:00,0.1946425201274487,0.19842174035533938,0.18897284455954075,0.19653213024139404,149004800,0.19558733701705933,0
1996-03-11 00:00:00-05:00,0.1984217459603869,0.19936654473639112,0.19464252562574022,0.19558733701705933,127008000,0.1951148957014084,0
1996-03-12 00:00:00-05:00,0.1965320999143487,0.19936650834022934,0.19369769148846805,0.1951148957014084,96152000,0.19464249908924103,0
1996-03-13 00:00:00-05:00,0.1955873103517497,0.19747692026145391,0.1936977004420455,0.19464249908924103,99680000,0.1936977058649063,0
1996-03-14 00:00:00-05:00,0.195587315827513,0.195587315827513,0.19275289457594622,0.1936977058649063,93363200,0.19558733701705933,1
1996-03-15 00:00:00-05:00,0.19653213579306356,0.19653213579306356,0.19275291545841688,0.19558733701705933,101382400,0.19747699797153473,1
1996-03-18 00:00:00-05:00,0.19605978052007597,0.19747699797153473,0.1946425756839353,0.19747699797153473,109132800,0.19464249908924103,0
1996-03-19 00:00:00-05:00,0.19936651755584495,0.20031132881835362,0.1936977004420455,0.19464249908924103,124364800,0.1908624917268753,0
